"実行日時: 2026-03-03 13:47:34"

"検索条件"
"集計単位: キーワード"
"集計期間: 全期間で集計 2026-02-23 - 2026-03-01"
"■■■■■商品・キーワードCPCを設定される際にはここから上は行ごと削除してください■■■■■"
"コントロールカラム","日付","商品ページURL","商品管理番号","キーワード","CTR(%)","目安CPC","キーワードCPC","クリック数(合計)","実績額(合計)","CPC実績(合計)","クリック数(新規)","実績額(新規)","CPC実績(新規)","クリック数(既存)","実績額(既存)","CPC実績(既存)","売上金額(合計12時間)","売上件数(合計12時間)","CVR(合計12時間)(%)","ROAS(合計12時間)(%)","注文獲得単価(合計12時間)","売上金額(合計720時間)","売上件数(合計720時間)","CVR(合計720時間)(%)","ROAS(合計720時間)(%)","注文獲得単価(合計720時間)","売上金額(新規12時間)","売上件数(新規12時間)","CVR(新規12時間)(%)","ROAS(新規12時間)(%)","注文獲得単価(新規12時間)","売上金額(新規720時間)","売上件数(新規720時間)","CVR(新規720時間)(%)","ROAS(新規720時間)(%)","注文獲得単価(新規720時間)","売上金額(既存12時間)","売上件数(既存12時間)","CVR(既存12時間)(%)","ROAS(既存12時間)(%)","注文獲得単価(既存12時間)","売上金額(既存720時間)","売上件数(既存720時間)","CVR(既存720時間)(%)","ROAS(既存720時間)(%)","注文獲得単価(既存720時間)"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/dtu300-can/","dtu300-can","写真 キャンバスプリント","2.77","210","","4","590","148","4","590","148","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp039/","cp039","ベビー イン カー シール","4.76","63","","1","80","80","1","80","80","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp037-emb/","cp037-emb","アルファベットシール","0.70","199","","2","160","80","2","160","80","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp037-emb/","cp037-emb","カッティングステッカー","0.79","52","","2","160","80","2","160","80","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp037-emb/","cp037-emb","名前ステッカー","3.57","70","","11","800","73","11","800","73","0","0","0","4960","1","9.09","620.00","800","4960","1","9.09","620.00","800","4960","1","9.09","620.00","800","4960","1","9.09","620.00","800","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp014-2mgkiri/","cp014-2mgkiri","表札 二世帯","4.87","124","","2","120","60","2","120","60","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp006-mgkiri/","cp006-mgkiri","表札 プレート","7.40","103","","2","160","80","2","160","80","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp006-mgkiri/","cp006-mgkiri","表札 マグネット","8.60","95","","93","6224","67","92","6144","67","1","80","80","12188","6","6.45","195.82","1038","13186","7","7.52","211.85","890","12188","6","6.52","198.37","1024","13186","7","7.60","214.61","878","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp006-mgkiri/","cp006-mgkiri","表札 マグネット ポスト","17.64","40","","6","240","40","6","240","40","0","0","0","2398","1","16.66","999.16","240","2398","1","16.66","999.16","240","2398","1","16.66","999.16","240","2398","1","16.66","999.16","240","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp004-2moji/","cp004-2moji","カッティングシート","1.08","123","","3","160","54","3","160","54","0","0","0","2550","1","33.33","1593.75","160","2550","1","33.33","1593.75","160","2550","1","33.33","1593.75","160","2550","1","33.33","1593.75","160","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp004-2moji/","cp004-2moji","カッティングステッカー","0.50","56","","1","40","40","1","40","40","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp002-moji/","cp002-moji","アルファベット シール","3.52","40","","16","892","56","16","892","56","0","0","0","1000","1","6.25","112.10","892","1000","1","6.25","112.10","892","1000","1","6.25","112.10","892","1000","1","6.25","112.10","892","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp002-moji/","cp002-moji","カッティングシート","3.58","40","","36","2368","66","34","2248","67","2","120","60","6600","3","8.33","278.71","790","6600","3","8.33","278.71","790","5200","2","5.88","231.31","1124","5200","2","5.88","231.31","1124","1400","1","50.00","1166.66","120","1400","1","50.00","1166.66","120"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp002-moji/","cp002-moji","カッティングステッカー","10.65","40","","34","2096","62","32","2012","63","2","84","42","0","0","0.00","0.00","0","5650","1","2.94","269.56","2096","0","0","0.00","0.00","0","5650","1","3.12","280.81","2012","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp002-moji/","cp002-moji","名前ステッカー","9.46","40","","30","1852","62","29","1808","63","1","44","44","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp002-moji/","cp002-moji","文字シール","4.40","40","","7","404","58","7","404","58","0","0","0","1000","1","14.28","247.52","404","1000","1","14.28","247.52","404","1000","1","14.28","247.52","404","1000","1","14.28","247.52","404","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
